ZIP_CODE,INCIDENT_TYPE_DESC,INCIDENT_DATE_TIME,Group_Count
10027.0,"300 - Rescue, EMS incident, other",2014,1539
10025.0,"300 - Rescue, EMS incident, other",2016,1534
10452.0,"300 - Rescue, EMS incident, other",2014,1531
11203.0,"300 - Rescue, EMS incident, other",2016,1528
11211.0,"300 - Rescue, EMS incident, other",2015,1527
11220.0,"300 - Rescue, EMS incident, other",2017,1526
10451.0,"300 - Rescue, EMS incident, other",2013,1524
11220.0,"300 - Rescue, EMS incident, other",2016,1521
10003.0,"300 - Rescue, EMS incident, other",2016,1520
11216.0,"300 - Rescue, EMS incident, other",2013,1514
10467.0,"300 - Rescue, EMS incident, other",2013,1505
11235.0,"300 - Rescue, EMS incident, other",2013,1504
11373.0,"300 - Rescue, EMS incident, other",2017,1503
11435.0,"300 - Rescue, EMS incident, other",2016,1499
11236.0,"300 - Rescue, EMS incident, other",2015,1494
10025.0,"300 - Rescue, EMS incident, other",2013,1493
10452.0,"300 - Rescue, EMS incident, other",2017,1492
11385.0,"300 - Rescue, EMS incident, other",2015,1488
11373.0,"300 - Rescue, EMS incident, other",2014,1487
11216.0,"300 - Rescue, EMS incident, other",2014,1484
11435.0,"300 - Rescue, EMS incident, other",2015,1480
10314.0,"300 - Rescue, EMS incident, other",2015,1478
11203.0,"300 - Rescue, EMS incident, other",2017,1469
11211.0,"300 - Rescue, EMS incident, other",2017,1469
10459.0,"300 - Rescue, EMS incident, other",2017,1461
11368.0,"300 - Rescue, EMS incident, other",2015,1458
11368.0,"300 - Rescue, EMS incident, other",2017,1455
10035.0,"300 - Rescue, EMS incident, other",2014,1450
11236.0,"300 - Rescue, EMS incident, other",2016,1448
11385.0,"300 - Rescue, EMS incident, other",2017,1446
11385.0,"300 - Rescue, EMS incident, other",2016,1445
10314.0,"300 - Rescue, EMS incident, other",2016,1441
10460.0,"300 - Rescue, EMS incident, other",2013,1440
11211.0,"300 - Rescue, EMS incident, other",2014,1438
10036.0,"300 - Rescue, EMS incident, other",2017,1435
11236.0,"300 - Rescue, EMS incident, other",2017,1434
11368.0,"300 - Rescue, EMS incident, other",2016,1427
11234.0,"300 - Rescue, EMS incident, other",2016,1422
11211.0,"300 - Rescue, EMS incident, other",2013,1422
10459.0,"300 - Rescue, EMS incident, other",2015,1421
11229.0,"300 - Rescue, EMS incident, other",2017,1420
11354.0,"300 - Rescue, EMS incident, other",2016,1412
10035.0,"300 - Rescue, EMS incident, other",2013,1411
11213.0,"300 - Rescue, EMS incident, other",2017,1409
11234.0,"300 - Rescue, EMS incident, other",2017,1398
10452.0,"300 - Rescue, EMS incident, other",2013,1398
10021.0,"300 - Rescue, EMS incident, other",2015,1396
10455.0,"300 - Rescue, EMS incident, other",2014,1393
10469.0,"300 - Rescue, EMS incident, other",2016,1393
10468.0,"300 - Rescue, EMS incident, other",2015,1390
10469.0,"300 - Rescue, EMS incident, other",2015,1389
10462.0,"300 - Rescue, EMS incident, other",2015,1384
10472.0,"300 - Rescue, EMS incident, other",2015,1383
11237.0,"300 - Rescue, EMS incident, other",2015,1379
11229.0,"300 - Rescue, EMS incident, other",2016,1378
11220.0,"300 - Rescue, EMS incident, other",2015,1376
11214.0,"300 - Rescue, EMS incident, other",2014,1374
11213.0,"300 - Rescue, EMS incident, other",2013,1372
11214.0,"300 - Rescue, EMS incident, other",2013,1370
10314.0,"300 - Rescue, EMS incident, other",2014,1370
11385.0,"300 - Rescue, EMS incident, other",2014,1368
10021.0,"300 - Rescue, EMS incident, other",2016,1367
11236.0,"300 - Rescue, EMS incident, other",2013,1366
11213.0,"300 - Rescue, EMS incident, other",2014,1363
10001.0,"300 - Rescue, EMS incident, other",2017,1359
11203.0,"300 - Rescue, EMS incident, other",2014,1352
11354.0,"300 - Rescue, EMS incident, other",2017,1351
10459.0,"300 - Rescue, EMS incident, other",2016,1348
10314.0,"300 - Rescue, EMS incident, other",2013,1346
10016.0,"300 - Rescue, EMS incident, other",2014,1345
10463.0,"300 - Rescue, EMS incident, other",2015,1345
10025.0,"300 - Rescue, EMS incident, other",2014,1344
10021.0,"300 - Rescue, EMS incident, other",2017,1341
11230.0,"300 - Rescue, EMS incident, other",2016,1340
11432.0,"300 - Rescue, EMS incident, other",2016,1340
11237.0,"300 - Rescue, EMS incident, other",2016,1338
10001.0,"300 - Rescue, EMS incident, other",2016,1338
10036.0,"300 - Rescue, EMS incident, other",2015,1325
10454.0,"300 - Rescue, EMS incident, other",2015,1322
11236.0,"300 - Rescue, EMS incident, other",2014,1321
11230.0,"300 - Rescue, EMS incident, other",2017,1318
11224.0,"300 - Rescue, EMS incident, other",2014,1317
11385.0,"300 - Rescue, EMS incident, other",2013,1314
10472.0,"300 - Rescue, EMS incident, other",2016,1307
11234.0,"300 - Rescue, EMS incident, other",2015,1305
11435.0,"300 - Rescue, EMS incident, other",2014,1304
11220.0,"300 - Rescue, EMS incident, other",2014,1304
11203.0,"300 - Rescue, EMS incident, other",2013,1299
10468.0,"300 - Rescue, EMS incident, other",2016,1298
11432.0,"300 - Rescue, EMS incident, other",2015,1296
11237.0,"300 - Rescue, EMS incident, other",2017,1295
10019.0,"300 - Rescue, EMS incident, other",2015,1293
10468.0,"300 - Rescue, EMS incident, other",2014,1293
11229.0,"300 - Rescue, EMS incident, other",2015,1293
10036.0,"300 - Rescue, EMS incident, other",2016,1293
10454.0,"300 - Rescue, EMS incident, other",2016,1290
11368.0,"300 - Rescue, EMS incident, other",2013,1290
10469.0,"300 - Rescue, EMS incident, other",2017,1289
11691.0,"300 - Rescue, EMS incident, other",2017,1281
10472.0,"300 - Rescue, EMS incident, other",2017,1281
11435.0,"300 - Rescue, EMS incident, other",2013,1280
11220.0,"300 - Rescue, EMS incident, other",2013,1277
11354.0,"300 - Rescue, EMS incident, other",2015,1274
11230.0,"300 - Rescue, EMS incident, other",2015,1272
10016.0,"300 - Rescue, EMS incident, other",2013,1271
11691.0,"300 - Rescue, EMS incident, other",2015,1266
10468.0,"300 - Rescue, EMS incident, other",2017,1262
10463.0,"300 - Rescue, EMS incident, other",2016,1260
11434.0,"300 - Rescue, EMS incident, other",2016,1259
10462.0,"300 - Rescue, EMS incident, other",2014,1257
10001.0,"300 - Rescue, EMS incident, other",2013,1256
10462.0,"300 - Rescue, EMS incident, other",2017,1256
10455.0,"300 - Rescue, EMS incident, other",2013,1254
10472.0,"300 - Rescue, EMS incident, other",2014,1254
10459.0,"300 - Rescue, EMS incident, other",2014,1253
10019.0,"300 - Rescue, EMS incident, other",2016,1252
11434.0,"300 - Rescue, EMS incident, other",2017,1250
11368.0,"300 - Rescue, EMS incident, other",2014,1248
10462.0,"300 - Rescue, EMS incident, other",2016,1243
11217.0,"300 - Rescue, EMS incident, other",2017,1243
10016.0,"300 - Rescue, EMS incident, other",2016,1235
10454.0,"300 - Rescue, EMS incident, other",2017,1232
11377.0,"300 - Rescue, EMS incident, other",2016,1230
11224.0,"300 - Rescue, EMS incident, other",2013,1227
10454.0,"300 - Rescue, EMS incident, other",2014,1221
11101.0,"300 - Rescue, EMS incident, other",2016,1221
11209.0,"300 - Rescue, EMS incident, other",2015,1217
11691.0,"300 - Rescue, EMS incident, other",2016,1213
10031.0,"300 - Rescue, EMS incident, other",2015,1213
10468.0,"300 - Rescue, EMS incident, other",2013,1213
11434.0,"300 - Rescue, EMS incident, other",2015,1207
10001.0,"300 - Rescue, EMS incident, other",2014,1203
10031.0,"300 - Rescue, EMS incident, other",2017,1202
11237.0,"300 - Rescue, EMS incident, other",2013,1202
11101.0,"300 - Rescue, EMS incident, other",2017,1200
11433.0,"300 - Rescue, EMS incident, other",2015,1200
11209.0,"300 - Rescue, EMS incident, other",2016,1193
11101.0,"300 - Rescue, EMS incident, other",2015,1188
10304.0,"300 - Rescue, EMS incident, other",2016,1187
10031.0,"300 - Rescue, EMS incident, other",2014,1187
10469.0,"300 - Rescue, EMS incident, other",2013,1181
10472.0,"300 - Rescue, EMS incident, other",2013,1180
11432.0,"300 - Rescue, EMS incident, other",2017,1178
10032.0,"300 - Rescue, EMS incident, other",2015,1177
10304.0,"300 - Rescue, EMS incident, other",2015,1176
10463.0,"300 - Rescue, EMS incident, other",2017,1176
11209.0,"300 - Rescue, EMS incident, other",2017,1171
10036.0,"300 - Rescue, EMS incident, other",2014,1167
11377.0,"300 - Rescue, EMS incident, other",2015,1167
11691.0,"300 - Rescue, EMS incident, other",2014,1166
10469.0,"300 - Rescue, EMS incident, other",2014,1162
10459.0,"300 - Rescue, EMS incident, other",2013,1162
10454.0,"300 - Rescue, EMS incident, other",2013,1161
10031.0,"300 - Rescue, EMS incident, other",2016,1161
10462.0,"300 - Rescue, EMS incident, other",2013,1158
10466.0,"300 - Rescue, EMS incident, other",2016,1155
11377.0,"300 - Rescue, EMS incident, other",2017,1154
10019.0,"300 - Rescue, EMS incident, other",2013,1152
10019.0,"300 - Rescue, EMS incident, other",2014,1147
11433.0,"300 - Rescue, EMS incident, other",2016,1144
10021.0,"300 - Rescue, EMS incident, other",2014,1140
11229.0,"300 - Rescue, EMS incident, other",2014,1139
10032.0,"300 - Rescue, EMS incident, other",2017,1132
10016.0,"300 - Rescue, EMS incident, other",2017,1127
99999.0,"651 - Smoke scare, odor of smoke",2015,1127
10304.0,"300 - Rescue, EMS incident, other",2017,1123
10463.0,"300 - Rescue, EMS incident, other",2014,1123
10018.0,"300 - Rescue, EMS incident, other",2016,1123
10019.0,"300 - Rescue, EMS incident, other",2017,1120
10029.0,353 - Removal of victim(s) from stalled elevator,2013,1119
11230.0,"300 - Rescue, EMS incident, other",2014,1117
11210.0,"300 - Rescue, EMS incident, other",2015,1117
11234.0,"300 - Rescue, EMS incident, other",2013,1117
11229.0,"300 - Rescue, EMS incident, other",2013,1115
10461.0,"300 - Rescue, EMS incident, other",2015,1113
99999.0,"651 - Smoke scare, odor of smoke",2014,1110
11433.0,"300 - Rescue, EMS incident, other",2017,1109
11434.0,"300 - Rescue, EMS incident, other",2014,1107
10032.0,"300 - Rescue, EMS incident, other",2016,1104
11223.0,"300 - Rescue, EMS incident, other",2017,1102
11434.0,"300 - Rescue, EMS incident, other",2013,1097
11234.0,"300 - Rescue, EMS incident, other",2014,1095
11217.0,"300 - Rescue, EMS incident, other",2016,1088
11375.0,"300 - Rescue, EMS incident, other",2017,1086
10301.0,"300 - Rescue, EMS incident, other",2015,1086
10032.0,"300 - Rescue, EMS incident, other",2013,1085
11432.0,"300 - Rescue, EMS incident, other",2014,1085
11210.0,"300 - Rescue, EMS incident, other",2016,1083
11210.0,"300 - Rescue, EMS incident, other",2017,1083
10031.0,"300 - Rescue, EMS incident, other",2013,1083
11209.0,"300 - Rescue, EMS incident, other",2014,1081
10032.0,"300 - Rescue, EMS incident, other",2014,1080
10036.0,"300 - Rescue, EMS incident, other",2013,1080
11217.0,"300 - Rescue, EMS incident, other",2015,1079
11691.0,"300 - Rescue, EMS incident, other",2013,1079
10301.0,"300 - Rescue, EMS incident, other",2017,1074
11218.0,"300 - Rescue, EMS incident, other",2016,1073
11377.0,"300 - Rescue, EMS incident, other",2013,1072
10301.0,"300 - Rescue, EMS incident, other",2016,1071
11204.0,"300 - Rescue, EMS incident, other",2016,1069
11230.0,"300 - Rescue, EMS incident, other",2013,1066
11223.0,"300 - Rescue, EMS incident, other",2016,1066
11217.0,"300 - Rescue, EMS incident, other",2014,1066
11354.0,"300 - Rescue, EMS incident, other",2013,1064
11354.0,"300 - Rescue, EMS incident, other",2014,1063
10461.0,"300 - Rescue, EMS incident, other",2016,1059
10029.0,353 - Removal of victim(s) from stalled elevator,2017,1058
10011.0,"300 - Rescue, EMS incident, other",2015,1057
11215.0,"300 - Rescue, EMS incident, other",2017,1055
10011.0,"300 - Rescue, EMS incident, other",2017,1053
11375.0,"300 - Rescue, EMS incident, other",2015,1051
11375.0,"300 - Rescue, EMS incident, other",2016,1048
11204.0,"300 - Rescue, EMS incident, other",2015,1048
10011.0,"300 - Rescue, EMS incident, other",2016,1046
10473.0,"300 - Rescue, EMS incident, other",2015,1046
11237.0,"300 - Rescue, EMS incident, other",2014,1045
10463.0,"300 - Rescue, EMS incident, other",2013,1043
10022.0,"300 - Rescue, EMS incident, other",2015,1043
10021.0,"300 - Rescue, EMS incident, other",2013,1040
11432.0,"300 - Rescue, EMS incident, other",2013,1038
11217.0,"300 - Rescue, EMS incident, other",2013,1036
10024.0,"300 - Rescue, EMS incident, other",2015,1035
10011.0,"300 - Rescue, EMS incident, other",2014,1033
10473.0,"300 - Rescue, EMS incident, other",2016,1028
11433.0,"300 - Rescue, EMS incident, other",2014,1026
10024.0,"300 - Rescue, EMS incident, other",2017,1025
10456.0,353 - Removal of victim(s) from stalled elevator,2016,1025
10011.0,"300 - Rescue, EMS incident, other",2013,1019
11101.0,"300 - Rescue, EMS incident, other",2014,1017
99999.0,"651 - Smoke scare, odor of smoke",2017,1017
10026.0,"300 - Rescue, EMS incident, other",2017,1014
11218.0,"300 - Rescue, EMS incident, other",2015,1012
10024.0,"300 - Rescue, EMS incident, other",2016,1012
11225.0,"300 - Rescue, EMS incident, other",2016,1011
11210.0,"300 - Rescue, EMS incident, other",2013,1010
10466.0,"300 - Rescue, EMS incident, other",2015,1008
11204.0,"300 - Rescue, EMS incident, other",2017,1008
10029.0,353 - Removal of victim(s) from stalled elevator,2014,1007
99999.0,"651 - Smoke scare, odor of smoke",2016,1006
11210.0,"300 - Rescue, EMS incident, other",2014,1004
11218.0,"300 - Rescue, EMS incident, other",2017,1002
11355.0,"300 - Rescue, EMS incident, other",2015,1002
11419.0,"300 - Rescue, EMS incident, other",2016,1002
10304.0,"300 - Rescue, EMS incident, other",2014,1000
11209.0,"300 - Rescue, EMS incident, other",2013,997
11377.0,"300 - Rescue, EMS incident, other",2014,996
10466.0,"300 - Rescue, EMS incident, other",2017,996
99999.0,322 - Motor vehicle accident with injuries,2017,996
10026.0,"300 - Rescue, EMS incident, other",2016,995
10461.0,"300 - Rescue, EMS incident, other",2017,988
11223.0,"300 - Rescue, EMS incident, other",2015,988
11238.0,"300 - Rescue, EMS incident, other",2015,983
10304.0,"300 - Rescue, EMS incident, other",2013,981
11419.0,"300 - Rescue, EMS incident, other",2015,978
11101.0,"300 - Rescue, EMS incident, other",2013,974
11238.0,"300 - Rescue, EMS incident, other",2017,971
11372.0,"300 - Rescue, EMS incident, other",2015,970
11223.0,"300 - Rescue, EMS incident, other",2013,966
10473.0,"300 - Rescue, EMS incident, other",2013,966
10029.0,353 - Removal of victim(s) from stalled elevator,2016,963
10306.0,"300 - Rescue, EMS incident, other",2017,963
11225.0,"300 - Rescue, EMS incident, other",2017,963
10026.0,"300 - Rescue, EMS incident, other",2015,963
10023.0,"300 - Rescue, EMS incident, other",2015,962
11419.0,"300 - Rescue, EMS incident, other",2017,962
10473.0,"300 - Rescue, EMS incident, other",2014,960
11218.0,"300 - Rescue, EMS incident, other",2014,959
11372.0,"300 - Rescue, EMS incident, other",2016,956
10475.0,"300 - Rescue, EMS incident, other",2015,955
11238.0,"300 - Rescue, EMS incident, other",2013,954
10022.0,"300 - Rescue, EMS incident, other",2014,953
11215.0,"300 - Rescue, EMS incident, other",2016,949
10022.0,"300 - Rescue, EMS incident, other",2017,946
10473.0,"300 - Rescue, EMS incident, other",2017,942
11204.0,"300 - Rescue, EMS incident, other",2013,942
10461.0,"300 - Rescue, EMS incident, other",2014,941
10018.0,"300 - Rescue, EMS incident, other",2017,938
10306.0,"300 - Rescue, EMS incident, other",2016,936
11215.0,"300 - Rescue, EMS incident, other",2015,935
99999.0,322 - Motor vehicle accident with injuries,2016,935
10022.0,"300 - Rescue, EMS incident, other",2013,933
10306.0,"300 - Rescue, EMS incident, other",2015,931
11355.0,"300 - Rescue, EMS incident, other",2016,930
10017.0,"300 - Rescue, EMS incident, other",2015,929
11238.0,"300 - Rescue, EMS incident, other",2016,926
11223.0,"300 - Rescue, EMS incident, other",2014,923
11225.0,"300 - Rescue, EMS incident, other",2015,922
11238.0,"300 - Rescue, EMS incident, other",2014,921
10465.0,"300 - Rescue, EMS incident, other",2016,919
11418.0,"300 - Rescue, EMS incident, other",2017,917
11225.0,"300 - Rescue, EMS incident, other",2014,916
11418.0,"300 - Rescue, EMS incident, other",2016,916
10456.0,353 - Removal of victim(s) from stalled elevator,2014,916
11433.0,"300 - Rescue, EMS incident, other",2013,915
10456.0,353 - Removal of victim(s) from stalled elevator,2013,911
11215.0,"300 - Rescue, EMS incident, other",2013,910
11204.0,"300 - Rescue, EMS incident, other",2014,907
11419.0,"300 - Rescue, EMS incident, other",2014,907
10456.0,353 - Removal of victim(s) from stalled elevator,2015,906
10022.0,"300 - Rescue, EMS incident, other",2016,906
10301.0,"300 - Rescue, EMS incident, other",2014,904
11355.0,"300 - Rescue, EMS incident, other",2017,904
11375.0,"300 - Rescue, EMS incident, other",2014,903
11375.0,"300 - Rescue, EMS incident, other",2013,902
10475.0,"300 - Rescue, EMS incident, other",2016,900
10301.0,"300 - Rescue, EMS incident, other",2013,896
11215.0,"300 - Rescue, EMS incident, other",2014,894
11218.0,"300 - Rescue, EMS incident, other",2013,893
10024.0,"300 - Rescue, EMS incident, other",2014,885
10456.0,353 - Removal of victim(s) from stalled elevator,2017,883
11418.0,"300 - Rescue, EMS incident, other",2015,882
10018.0,"300 - Rescue, EMS incident, other",2015,880
10466.0,"300 - Rescue, EMS incident, other",2014,878
10465.0,"300 - Rescue, EMS incident, other",2017,875
10305.0,"300 - Rescue, EMS incident, other",2017,872
10312.0,"300 - Rescue, EMS incident, other",2016,872
11355.0,"300 - Rescue, EMS incident, other",2013,871
11205.0,"300 - Rescue, EMS incident, other",2017,869
10305.0,"300 - Rescue, EMS incident, other",2016,869
11372.0,"300 - Rescue, EMS incident, other",2014,866
11419.0,"300 - Rescue, EMS incident, other",2013,864
99999.0,"651 - Smoke scare, odor of smoke",2013,861
10475.0,"300 - Rescue, EMS incident, other",2017,857
10451.0,353 - Removal of victim(s) from stalled elevator,2013,852
10306.0,"300 - Rescue, EMS incident, other",2014,851
10026.0,"300 - Rescue, EMS incident, other",2014,850
10029.0,353 - Removal of victim(s) from stalled elevator,2015,848
10023.0,"300 - Rescue, EMS incident, other",2014,847
11205.0,"300 - Rescue, EMS incident, other",2015,846
10023.0,"300 - Rescue, EMS incident, other",2017,845
10312.0,"300 - Rescue, EMS incident, other",2017,844
10461.0,"300 - Rescue, EMS incident, other",2013,842
10305.0,"300 - Rescue, EMS incident, other",2015,836
11372.0,"300 - Rescue, EMS incident, other",2017,833
10033.0,"300 - Rescue, EMS incident, other",2017,827
11219.0,"300 - Rescue, EMS incident, other",2016,825
99999.0,322 - Motor vehicle accident with injuries,2015,821
10024.0,"300 - Rescue, EMS incident, other",2013,820
11420.0,"300 - Rescue, EMS incident, other",2016,820
10013.0,"300 - Rescue, EMS incident, other",2015,820
10013.0,"300 - Rescue, EMS incident, other",2016,819
10033.0,"300 - Rescue, EMS incident, other",2016,819
10023.0,"300 - Rescue, EMS incident, other",2016,817
11222.0,"300 - Rescue, EMS incident, other",2015,816
11206.0,353 - Removal of victim(s) from stalled elevator,2016,816
11205.0,"300 - Rescue, EMS incident, other",2016,813
10306.0,"300 - Rescue, EMS incident, other",2013,813
10033.0,"300 - Rescue, EMS incident, other",2015,812
10451.0,353 - Removal of victim(s) from stalled elevator,2016,808
11420.0,"300 - Rescue, EMS incident, other",2017,808
11372.0,"300 - Rescue, EMS incident, other",2013,807
10465.0,"300 - Rescue, EMS incident, other",2015,802
10023.0,"300 - Rescue, EMS incident, other",2013,801
10026.0,"300 - Rescue, EMS incident, other",2013,796
10040.0,"300 - Rescue, EMS incident, other",2016,795
10013.0,"300 - Rescue, EMS incident, other",2013,795
11355.0,"300 - Rescue, EMS incident, other",2014,794
10018.0,"300 - Rescue, EMS incident, other",2014,794
10466.0,"300 - Rescue, EMS incident, other",2013,793
10018.0,"300 - Rescue, EMS incident, other",2013,791
10040.0,"300 - Rescue, EMS incident, other",2015,790
10010.0,"300 - Rescue, EMS incident, other",2015,790
11206.0,353 - Removal of victim(s) from stalled elevator,2017,787
11219.0,"300 - Rescue, EMS incident, other",2015,787
10451.0,353 - Removal of victim(s) from stalled elevator,2017,786
